Question,Expected Source,Ground Truth,Response,Actual Sources,Content URI,Precision,Recall,Reranker Score,F1 Score
"When was Dr. D. Y. Patil Vidyapeeth established as a ""Deemed-to-be-University""?","Dr. D. Y. Patil Vidyapeeth, Pune","In 2003, Dr. D. Y. Patil Vidyapeeth (DPU), Pune, was established as a ""Deemed-to-be-University"" under Section 3 of the UGC Act 1956.","Dr. D. Y. Patil Vidyapeeth (DPU), Pune, was established as a ""Deemed-to-be-University"" under Section 3 of the UGC Act 1956 in 2003. It started with one constituent unit, the Dr. D. Y. Patil Medical College, Hospital, and Research Centre, Pune. Over the years, the Vidyapeeth has grown significantly, and many more constituent institutions have come into existence under its umbrella. The Government of India, MHRD, on the advice of UGC, declared Dr. D. Y. Patil Vidyapeeth, Pune as a Deemed-to-be University on 11th January 2003 [1].

The provided sources do not contain any information about the establishment of Ajeenkya DY Patil University or Bharati Vidyapeeth Deemed University.","['Bharati Vidyapeeth Deemed University', 'Dr. D. Y. Patil Vidyapeeth, Pune', 'Ajeenkya DY Patil University']",[None],0.3333333333333333,1.0,0.5,0.5
How many acres of green expanse is FLAME University spread over?,Flame University,"Spread over 70 acres of green expanse, FLAME University stands tall in the heart of Pune.",FLAME University is spread over 70 acres of green expanse [1].,['Flame University'],[None],1.0,1.0,1.0,1.0
What is the first skill-building and development university in the state of Maharastra?,Symbiosis Skills and Professional University,"[1] Established by the Symbiosis Open Education Society, Symbiosis Skills and Professional University is the first skill-building and development university in the state of Maharastra.","The first skill-building and development university in the state of Maharashtra is **Symbiosis Skills and Professional University** (SSPU). Established by the Symbiosis Open Education Society, SSPU was created to focus on skill development and industry readiness. The university was officially enacted through a legislation bill passed on May 3, 2017, making it the pioneering institution of its kind in the state [1].

SSPU offers a wide range of diplomas, degrees, and certificates in various fields, including:

- **Automobile**
- **Construction**
- **Mechatronics**
- **Software Engineering**
- **Computer Science and IT**
- **Beauty and Wellness**
- **Data Science**
- **Retail**
- **Logistics and Ports**
- **Architecture**

The university's primary objective is to produce industry-ready youth who can work efficiently and effectively within organizations. To achieve this, SSPU has established strong ties with leading organizations for joint curriculum development. Some of its notable industry partners include Shopper Stop, Daikin, LSC, and Enrich [1].

The university's focus on practical, industry-relevant education aligns with the broader goals of skill development and workforce readiness, making it a significant contributor to the educational landscape in Maharashtra.","['Government College of Engineering Aurangabad', 'Vishwakarma University', 'Symbiosis Skills and Professional University']",[None],0.3333333333333333,1.0,0.3333333333333333,0.5
Who was the second principal of Ferguson College?,Fergusson College,"[7] Social reformer, journalist, thinker and educationist Gopal Ganesh Agarkar served as the second principal from August 1892, till his death in June 1895.","The second principal of Fergusson College was **Gopal Ganesh Agarkar**. He served in this role from August 1892 until his death in June 1895. Agarkar was a notable social reformer, journalist, thinker, and educationist, contributing significantly to the educational landscape of the college during his tenure [1].",['Fergusson College'],[None],1.0,1.0,1.0,1.0
In what year was the Deccan Education Society formed?,Fergusson College,"Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.","The Deccan Education Society was formed in 1884 [1]. This society was established by prominent Indian nationalists, including Bal Gangadhar Tilak, Vishnushastri Chiplunkar, and Gopal Ganesh Agarkar, with the aim of advancing the cause of reform and modernizing the education system in India. The society's efforts led to the creation of the New English School and, subsequently, the Fergusson College in 1885 [1].

The Deccan Education Society played a pivotal role in the educational reform movement in India, focusing on providing quality education to the general public. The society's initiatives were inspired by the success of the New English School, which was founded to address the need for a modern education system in the aftermath of the Indian Rebellion of 1857 [1].

Would you like to know more about the Deccan Education Society, such as its founding principles or its impact on Indian education?",['Fergusson College'],[None],1.0,1.0,1.0,1.0
When was the Deccan Education Society formed?,Fergusson College,"Inspired by the school's success, the Deccan Education Society was formed in 1884; a year later the Fergusson College was established.","The Deccan Education Society was formed in 1884. This society was established by prominent Indian nationalists, including Bal Gangadhar Tilak, Vishnushastri Chiplunkar, and Gopal Ganesh Agarkar, with the aim of advancing the education system in India following the suppression of the Indian Rebellion of 1857 [1]. The society's efforts led to the creation of the New English School and subsequently the Fergusson College in 1885 [1].",['Fergusson College'],[None],1.0,1.0,1.0,1.0
Who was the first principal of Ferguson College?,Fergusson College,[6] Professor Vaman Shivram Apte was its first principal.,"The first principal of Fergusson College was Professor Vaman Shivram Apte. He played a pivotal role in the establishment and early development of the college, which was founded in 1885 by a group of prominent Indian nationalists and educators, including Bal Gangadhar Tilak, Vishnushashtri Chiplunkar, Mahadeo Ballal Namjoshi, and Gopal Ganesh Agarkar[6][7]. The college, named after Sir James Fergusson, the Governor of Bombay, has a rich history of academic excellence and political influence, having produced several notable figures in Indian politics, including two Indian Prime Ministers[11][12][13].",['Fergusson College'],[None],1.0,1.0,1.0,1.0
When will students be notified if they are selected for a scholarship?,Scholarships,"If selected for one of our merit-based scholarships, students will be notified via email and status page update by mid-March.","The provided sources indicate that students who are selected for a merit-based scholarship will be notified via email and status page update by mid-March. This notification process is part of the holistic review that considers grades, standardized test scores, extracurricular involvement, leadership, community service, and personal essays [1]. It is important to note that approximately 10 percent of admitted freshmen receive a merit scholarship each year, and no separate application is required for scholarship consideration [1].

If you do not receive a notification by mid-March, it means that a scholarship was not offered to you. The admissions office does not send notifications to students who are not selected for scholarships [1]. The scholarship review process is competitive, and the admissions office evaluates a large number of applicants with outstanding qualifications, making the selection process challenging [1].

If you are interested in learning more about the scholarship application process or other financial aid opportunities, you may want to explore additional resources or contact the admissions office for further details.","['Scholarships', 'Admissions']",[None],0.5,1.0,1.0,0.6666666666666666
How many academic departments does the university house?,Pimpri Chinchwad College of Engineering,[4] The university houses 46 academic departments.,"The provided sources contain information about the number of academic departments in Savitribai Phule Pune University (SPPU). Savitribai Phule Pune University houses 46 academic departments [1][2]. The university is located in Pune, India, and was established in 1949. It is spread over a 411 acres (1.66 km²) campus in the neighborhood of Ganeshkhind. The university has about 307 recognized research institutes and 612 affiliated colleges offering graduate and undergraduate courses. Savitribai Phule Pune University ranked 12th in the National Institutional Ranking Framework (NIRF) in 2022 [1][6][7].

The University of Oxford, on the other hand, comprises 43 constituent colleges, consisting of 36 semi-autonomous colleges, four permanent private halls, and three societies. It has a range of academic departments organized into four divisions [3]. Each college is a self-governing institution within the university that controls its own membership and has its own internal structure and activities. All students are members of a college. Oxford does not have a main campus, but its buildings and facilities are scattered throughout the city center and around the town.

The University of Hamburg offers 149 different majors through six faculties with almost 700 professors engaged in teaching and research. In addition, over 3,600 academic staff and over 7,000 administrative and technical staff members are employed by the university [5].

The Indian Institute of Technology Madras (IIT Madras) has 18 academic departments across various disciplines, including engineering, sciences, humanities, and management. These departments offer undergraduate, postgraduate, and research degrees [4].

The number of academic departments varies significantly among these universities, reflecting their different structures and focuses. Savitribai Phule Pune University and the University of Oxford have a more decentralized structure with multiple colleges and departments, while the University of Hamburg and IIT Madras have a more centralized structure with a smaller number of departments. This variation highlights the diverse approaches to academic organization and governance in higher education institutions.","['University of Oxford', 'University of Hamburg', 'Pimpri Chinchwad College of Engineering', 'Savitribai Phule Pune University', 'Departments']",[None],0.2,1.0,0.3333333333333333,0.33333333333333337
When was the Pimpri Chinchwad College of Engineering established?,Pimpri Chinchwad College of Engineering,"Pimpri Chinchwad College of Engineering (PCCOE)[1][2] is an autonomous engineering college in the city of Pune, India, established in the year 1999.","The Pimpri Chinchwad College of Engineering (PCCOE) was established in the year 1999. It is an autonomous engineering college located in the city of Pune, India. The college is affiliated with Savitribai Phule Pune University (SPPU), formerly known as the University of Pune. PCCOE offers a range of undergraduate and postgraduate programs in various engineering disciplines and has received several accolades and accreditations, including NBA and NAAC accreditations [1].","['COEP Technological University', 'Pimpri Chinchwad College of Engineering']",[None],0.5,1.0,0.5,0.6666666666666666
"What is the name of the autonomous engineering college in the city of Pune, India?",Pimpri Chinchwad College of Engineering,"Pimpri Chinchwad College of Engineering (PCCOE)[1][2] is an autonomous engineering college in the city of Pune, India, established in the year 1999.","The provided sources mention several autonomous engineering colleges in Pune, India. The autonomous engineering colleges in Pune include:

- **Vishwakarma Institute of Information Technology (VIIT)**: Established in 2002, it gained autonomous status in 2017 [1].
- **Pimpri Chinchwad College of Engineering (PCCOE)**: Established in 1999, it is affiliated with Savitribai Phule Pune University and is an autonomous engineering college [2].
- **Sinhgad College of Engineering (SCOE)**: Located in Vadgaon, Pune, it is affiliated with Savitribai Phule Pune University and offers various engineering programs [6].

These colleges are all recognized for their academic excellence and autonomous status within the city of Pune. If you are looking for a specific college or more detailed information about any of these institutions, please let me know.","['Bharati Vidyapeeth Deemed University', 'Government College of Engineering Aurangabad', 'Dhole Patil College of Engineering', 'Vishwakarma Institute of Information Technology (VIIT)', 'Pimpri Chinchwad College of Engineering', 'Fergusson College', 'COEP Technological University', 'Sinhgad College of Engineering']",[None],0.125,1.0,0.2,0.2222222222222222
When was the first Indo-German agreement signed?,IIT Madras,"The first Indo-German agreement in Bonn, West Germany for the establishment of the Indian Institute of Technology at Madras was signed in 1959.","The first Indo-German agreement was signed in 1959. This agreement, which took place in Bonn, West Germany, was crucial for the establishment of the Indian Institute of Technology at Madras [1]. The German Government had initially offered technical assistance for setting up an institute of higher education in engineering in India in 1956, leading to this significant agreement three years later. This collaboration marked a pivotal moment in the development of technical education in India, contributing to the foundation of one of the premier engineering institutions in the country.",['IIT Madras'],[None],1.0,1.0,1.0,1.0
How many Institutes of Technology are there in the IIT system?,IIT Madras,The IIT system has sixteen Institutes of Technology ÛÒ the first of these to be instituted were at Kharagpur (estb.,"The Indian Institutes of Technology (IIT) system comprises a total of sixteen Institutes of Technology. The first of these institutions were established at Kharagpur in 1951, Mumbai in 1958, Chennai (Madras) in 1959, Kanpur in 1959, Delhi in 1961, Guwahati in 1994, and Roorkee, which was established in 1847 and joined the IIT system in 2001 [1]. The IIT system has since expanded to include additional institutes across the country, each contributing to the nation's technical education and research landscape.

The IIT system is renowned for its excellence in technical education, basic and applied research, innovation, entrepreneurship, and industrial consultancy. The institutes benefit from a faculty of international repute, a highly motivated and brilliant student community, and excellent technical and supporting staff, all of which contribute to their pre-eminent status in the field of engineering and technology education [1].

The establishment of the IIT system has been marked by significant milestones, including the Indo-German agreement in 1959, which facilitated the creation of the Indian Institute of Technology at Madras. This collaboration underscored the importance of international partnerships in building world-class educational institutions [1].

The IIT system continues to evolve, with each institute playing a crucial role in advancing technological innovation and contributing to the development of skilled professionals who drive India's technological progress. The Institutes of Technology within the IIT system are not only centers of academic excellence but also hubs of research and development, fostering a culture of innovation and entrepreneurship.

Would you like to know more about the specific contributions of individual IITs or the impact of the IIT system on India's technological landscape?",['IIT Madras'],[None],1.0,1.0,1.0,1.0
In what year was the first Indo-German agreement signed for the establishment of the Indian Institute of Technology?,IIT Madras,"The first Indo-German agreement in Bonn, West Germany for the establishment of the Indian Institute of Technology at Madras was signed in 1959.","The first Indo-German agreement for the establishment of the Indian Institute of Technology at Madras was signed in 1959 [1]. This agreement marked a significant step in the collaboration between India and Germany for the development of higher education in engineering. The Indian Institute of Technology Madras, established as a result of this agreement, has since grown to become one of the premier engineering institutions in India, known for its excellence in technical education, research, and innovation [1].",['IIT Madras'],[None],1.0,1.0,1.0,1.0
How many members does the Governing Body consist of?,Army Institute of Technology,"This is followed by a twelve-member Governing Body, which includes nominees from AICTE, the University of Pune and the Government of Maharashtra, and a ten-member Local Managing Committee, which includes representatives from each of the teaching faculties.","The provided sources contain information about the governance structures of three different institutions: the Army Institute of Technology (AIT), Nalanda University, and the University of Pennsylvania. However, the query specifically asks about the number of members in the Governing Body, which is explicitly detailed only for the Army Institute of Technology.

The Army Institute of Technology (AIT) has a twelve-member Governing Body, which includes nominees from AICTE, the University of Pune, and the Government of Maharashtra [1]. The other institutions mentioned do not provide specific details about the number of members in their governing bodies.

If you are interested in the governance structures of Nalanda University or the University of Pennsylvania, or if you have any other questions related to these institutions, feel free to ask.","['Nalanda University', 'Army Institute of Technology', 'University of Pennsylvania']",[None],0.3333333333333333,1.0,0.5,0.5
What university is SCOE affiliated with?,Sinhgad College of Engineering,"""Sinhgad College of Engineering (SCOE) is a private engineering college located in Vadgaon, Pune, affiliated with Savitribai Phule Pune University.","The provided sources contain information about Sinhgad College of Engineering (SCOE). SCOE is a private engineering college located in Vadgaon, Pune, and it is affiliated with Savitribai Phule Pune University [1]. This affiliation underscores the college's commitment to academic excellence and quality education, aligning with the standards set by one of India's prominent universities.

The sources do not provide detailed information about the specific programs or research initiatives that SCOE offers in collaboration with Savitribai Phule Pune University. However, it is clear that this affiliation is a significant aspect of SCOE's educational framework, contributing to its reputation for academic rigor and research focus.

Would you like to know more about the specific programs or research initiatives that SCOE offers in collaboration with Savitribai Phule Pune University?","['COEP Technological University', 'Sinhgad College of Engineering', 'Pimpri Chinchwad College of Engineering', 'Symbiosis Skills and Professional University']",[None],0.25,1.0,0.5,0.4
Where is PICT ranked among private Engineering Institutions in India?,Pune Institute of Computer Technology,"PICT is ranked 8th among private Engineering Institutions in India, 1st among all private Engineering Institutions in Maharashtra, and 4th among all Engineering Institutions, including IITs, NITs, and Govt.","The provided sources do not contain any information about the current ranking of PICT among private Engineering Institutions in India. However, it is known that PICT was ranked 8th among private Engineering Institutions in India as per the EDU-RAND ranking of 2015 [1]. This ranking is outdated and may not reflect the current standing of PICT. For the most accurate and up-to-date information, it is recommended to refer to the latest rankings from reputable sources such as the National Institutional Ranking Framework (NIRF) or other educational ranking agencies.","['Symbiosis International University', 'Pimpri Chinchwad College of Engineering', 'Pune Institute of Computer Technology']",[None],0.3333333333333333,1.0,0.3333333333333333,0.5
Where is PICT ranked among private engineering institutions in India?,Pune Institute of Computer Technology,"PICT is ranked 8th among private Engineering Institutions in India, 1st among all private Engineering Institutions in Maharashtra, and 4th among all Engineering Institutions, including IITs, NITs, and Govt.","The provided sources do not contain any information about the current ranking of PICT among private engineering institutions in India. However, it is known that PICT was ranked 8th among private Engineering Institutions in India as per the EDU-RAND ranking in 2015 [1]. This ranking may have changed since then, but the provided sources do not contain any updated information.","['Symbiosis International University', 'Pimpri Chinchwad College of Engineering', 'Pune Institute of Computer Technology']",[None],0.3333333333333333,1.0,0.3333333333333333,0.5
What is the name of Marathwada Mitra Mandal's College of Commerce?,Marathwada Mitra Mandal College of Commerce,"""Marathwada Mitra Mandal's College of Commerce popularly known as MMCC is a college in Deccan Gymkhana[1] Pune.","Marathwada Mitra Mandal's College of Commerce is popularly known as **MMCC**. It is a leading college located in Deccan Gymkhana, Pune. The college offers a range of undergraduate and postgraduate programs, including B.Com, BBA, BBA IB, B.Sc Computer Science, M.Com, and M.A in Journalism and Mass Communication[1][2][3].","['Government College of Engineering Aurangabad', 'Marathwada Mitra Mandal College of Commerce']",[None],0.5,1.0,0.5,0.6666666666666666
Who founded the Anemia Free Campus initiative in 2024?,Marathwada Mitra Mandal College of Commerce,MMCC initiated Anemia Free Campus initiative in 2024 in association with an NGO.,"The Anemia Free Campus initiative was founded by the Marathwada Mitra Mandal College of Commerce (MMCC) in 2024. This initiative was launched in association with a non-governmental organization (NGO) to address anemia among students on campus [1]. The college is known for its commitment to community health and has been recognized for its academic excellence, securing 4th place in a Top 5 colleges survey conducted by India Today. It has also been accredited by the National Assessment and Accreditation Council (NAAC) with an 'A' grade [1].

The Anemia Free Campus initiative reflects MMCC's broader mission to promote health and well-being among its student population. By partnering with an NGO, the college aims to leverage external expertise and resources to effectively implement and sustain the initiative. This collaborative approach not only benefits the students but also strengthens the college's reputation as a socially responsible institution.

While the specific details of the initiative's implementation and impact are not provided, it is clear that MMCC is dedicated to creating a healthier campus environment. The initiative likely involves screening, education, and possibly nutritional interventions to combat anemia. Further information on the initiative's progress and outcomes would be valuable for understanding its effectiveness and potential for replication in other educational settings.

Would you like to know more about the Anemia Free Campus initiative, such as its specific goals or the role of the NGO involved?",['Marathwada Mitra Mandal College of Commerce'],[None],1.0,1.0,1.0,1.0
When was Harvard founded?,Harvard University,"Founded in 1636 and named for its first benefactor, the Puritan clergyman John Harvard, it is the oldest institution of higher learning in the United States.","Harvard University was founded in 1636. It was established by a vote of the Great and General Court of the Massachusetts Bay Colony and is named after its first benefactor, the Puritan clergyman John Harvard, who bequeathed his library and financial assets to the institution upon his death in 1638. This makes Harvard the oldest institution of higher learning in the United States [1][2].

The university's early mission was to train Puritan ministers and advance learning, reflecting its Puritan roots and the influence of the English university model, particularly the University of Cambridge. Over time, Harvard's curriculum and student body gradually secularized, transforming it into the prestigious and influential institution it is today [1][2].

Would you like to know more about the early history of Harvard University or its evolution over the centuries?",['Harvard University'],[None],1.0,1.0,1.0,1.0
Who founded the Association of American Universities?,Harvard University,"In 1900, Harvard co-founded the Association of American Universities.","The Association of American Universities (AAU) was co-founded by Harvard University in 1900. The AAU is a nonprofit organization of public and private research universities in the United States and Canada. It aims to advance the international standing of U.S. research universities and promote strong public policies that foster scientific innovation, economic prosperity, and national security [1].

The University of Michigan is also a founding member of the AAU. It is one of the earliest American research universities and has been a key contributor to the development of the AAU since its inception [3].

The California Institute of Technology (Caltech) was elected to the AAU in 1934. This election recognized Caltech's significant contributions to research and education, particularly in the fields of science and engineering [2].

The AAU has played a crucial role in shaping the landscape of higher education and research in the United States and Canada. It has been instrumental in promoting policies that support scientific research, innovation, and the development of a highly skilled workforce. The AAU's members are among the most prestigious and research-intensive universities in the world, and they continue to be at the forefront of scientific discovery and technological innovation.

Would you like to know more about the AAU, such as its current members or its impact on higher education?","['University of Michigan', 'California Institute of Technology', 'Harvard University']",[None],0.3333333333333333,1.0,0.3333333333333333,0.5
What is Harvard University's endowment valued at?,Harvard University,"[16] Harvard's endowment, valued at $53.2 billion, makes it the wealthiest academic institution in the world.","Harvard University's endowment is valued at $53.2 billion, making it the wealthiest academic institution in the world [1][17][18]. This substantial endowment underscores Harvard's financial strength and its ability to support extensive academic and research initiatives. The endowment allows the university to invest in cutting-edge research, attract top faculty, and provide generous financial aid to students, thereby maintaining its status as one of the most prestigious universities globally.

The endowment is a critical component of Harvard's financial strategy, enabling it to pursue its mission of excellence in education and research. It supports a wide range of academic disciplines and professional programs, ensuring that the university can continue to innovate and lead in various fields. The endowment's size and management are crucial for Harvard's long-term sustainability and its ability to adapt to changing educational and research landscapes.

Harvard's endowment is managed with a focus on long-term growth and sustainability, ensuring that the university can continue to provide high-quality education and conduct groundbreaking research for generations to come. The endowment's investments are diversified across various asset classes, including equities, fixed income, real estate, and alternative investments, to mitigate risks and maximize returns. This strategic approach helps Harvard maintain its financial stability and continue to be a leader in higher education.

Would you like to know more about how Harvard University utilizes its endowment to support its academic and research programs?",['Harvard University'],[None],1.0,1.0,1.0,1.0
Who founded the Association of American Universities in 1900?,Harvard University,"In 1900, Harvard co-founded the Association of American Universities.","The Association of American Universities (AAU) was co-founded by Harvard University in 1900. This organization was established to maintain high standards of excellence in American research universities. Harvard, under the leadership of President Charles William Eliot, played a significant role in its formation, which aimed to foster collaboration and elevate the quality of academic research across member institutions [1].

The AAU has since grown to include many of the most prestigious research universities in the United States and Canada, promoting excellence in research, scholarship, and education. While the provided sources do not specify the other founding members, it is widely known that the AAU was initiated by a group of leading universities, with Harvard being one of the key founders.

Would you like to know more about the history of the Association of American Universities or its current members?","['California Institute of Technology', 'Harvard University']",[None],0.5,1.0,0.5,0.6666666666666666
How many academic faculties does Harvard have?,Harvard University,The university has ten academic faculties and a faculty attached to Harvard Radcliffe Institute.,"Harvard University has ten academic faculties and an additional faculty attached to the Harvard Radcliffe Institute. The Faculty of Arts and Sciences is particularly notable for offering a wide range of undergraduate and graduate academic disciplines. Other faculties at Harvard provide graduate degrees, including professional degrees [1].",['Harvard University'],[None],1.0,1.0,1.0,1.0
What is the name of Harvard's first benefactor?,Harvard University,"Founded in 1636 and named for its first benefactor, the Puritan clergyman John Harvard, it is the oldest institution of higher learning in the United States.","The provided sources contain information about Harvard's first benefactor. Harvard University, established in 1636, is named after its first benefactor, the Puritan clergyman **John Harvard**. John Harvard, who had emigrated to the Massachusetts Bay Colony from England, bequeathed the emerging college £780 and his library of some 320 volumes on his deathbed in 1638. The following year, the institution was named Harvard College in his honor [1][2].

The earliest known official seal of Harvard University, commonly referred to as the Seal of 1650 or the In Christi Gloriam seal, features a square shield bearing three open books arranged around a central chevron. This design symbolizes the pursuit of learning under divine guidance. The motto IN CHRISTI GLORIAM (""To the glory of Christ"") appears prominently on the seal, which is encircled by the Latin inscription SIGILL COL HARVARD CANTAB NOV ANGL 1650, meaning ""Seal of Harvard College, Cambridge, New England, 1650."" This seal reflects the original religious mission of the institution [3].

Harvard's influence, wealth, and rankings have made it one of the most prestigious universities in the world. Its history is marked by significant milestones, including the acquisition of English North America's first known printing press in 1638, which further solidified its role as a center of learning and intellectual pursuit [1][2].

Would you like to know more about the history of Harvard University or its contributions to education and research?",['Harvard University'],[None],1.0,1.0,1.0,1.0
What year was the Department of Civil Engineering founded?,Department of Civil Engineering,"""Since its inception in 1959, the Department of Civil Engineering has grown into a full-fledged department with nationally and internationally acclaimed academic programs.","The provided sources do not contain any information about the founding year of the Department of Civil Engineering in general. However, the sources do provide information about the founding years of specific departments of civil engineering in certain institutions.

The Department of Civil Engineering at the Indian Institute of Technology Madras (IIT Madras) was founded in 1959 [1]. The Government College of Engineering Aurangabad has had a civil engineering department since its inception, but the exact founding year of the institution itself is not specified in the provided sources [2]. The College of Engineering, Pune, which was initially named the ""Poona Civil Engineering College,"" was established in 1865 [3].

If you are looking for information about a specific institution's Department of Civil Engineering, please provide the name of the institution for more accurate information.","['COEP Technological University', 'Government College of Engineering Aurangabad', 'Department of Civil Engineering']",[None],0.3333333333333333,1.0,0.3333333333333333,0.5
In what year was Stanford Research Park established in Palo Alto?,Stanford University,"[14] In 1951, Stanford Research Park was established in Palo Alto as the world's first university research park.",The provided sources contain information about the establishment of Stanford Research Park. Stanford Research Park was established in 1951 in Palo Alto as the world's first university research park [1][15].,['Stanford University'],[None],1.0,1.0,1.0,1.0
How many varsity sports does Stanford have?,Stanford University,"[17] Students compete in 36 varsity sports, and the university is one of eight private institutions in the Atlantic Coast Conference (ACC).","The provided sources indicate that Stanford University offers 36 varsity sports [1]. This extensive sports program is part of the university's commitment to athletic excellence, contributing to its impressive record of 136 NCAA team championships and 302 Olympic medals won by its students and alumni [1]. Stanford's athletic achievements are further highlighted by its 25 consecutive years of receiving the NACDA Directors' Cup, beginning in 1994 [1]. The university's athletic program is a significant aspect of its broader mission, which includes high research activity and a diverse range of academic programs across its seven schools of study [1].","['University of California, Los Angeles (UCLA)', 'Stanford University']",[None],0.5,1.0,0.5,0.6666666666666666
Which railroad magnate founded Stanford in 1885?,Stanford University,"It was founded in 1885 by railroad magnate Leland Stanford (the eighth governor of and then-incumbent United States senator representing California) and his wife, Jane, in memory of their only child, Leland Jr.[2]

The university admitted its first students in 1891,[2][3] opening as a coeducational and non-denominational institution.","The railroad magnate who founded Stanford University in 1885 was Leland Stanford. He established the university, along with his wife Jane, in memory of their only child, Leland Jr. The university is located in Stanford, California, and is known for its contributions to research and education [1].",['Stanford University'],[None],1.0,1.0,1.0,1.0
How many varsity sports do students compete in at Stanford?,Stanford University,"[17] Students compete in 36 varsity sports, and the university is one of eight private institutions in the Atlantic Coast Conference (ACC).","Students at Stanford University compete in 36 varsity sports. This extensive athletic program is part of what makes Stanford one of the most competitive and successful universities in collegiate athletics, with a long history of winning NCAA championships and producing Olympic medalists [1].","['University of California, Los Angeles (UCLA)', 'Stanford University']",[None],0.5,1.0,0.5,0.6666666666666666
When was the Department of Mathematics established?,Department of Mathematics,"""Established in 1959 along with the Institute, the Department of Mathematics has taken the responsibility of teaching Mathematics courses to B.Tech., M. Tech.","The Department of Mathematics was established in 1959 along with the Institute [1]. This department is responsible for teaching mathematics courses to various students, including those pursuing B.Tech., M.Tech. (excluding IMSC), Dual Degree in ED, M.Sc., and Ph.D. programs at the Institute. The department has also engaged in collaborative efforts with AG Technomathematik at Technische Universitaet Kaiserslautern, Germany, focusing on applied mathematics and mathematical modeling. These collaborations have included annual workshops, faculty and student exchanges, and joint modeling seminars [1].

The Department of Mathematics has a rich history of academic excellence and international collaboration, which has significantly contributed to the advancement of mathematical education and research. If you are interested in learning more about the specific courses offered or the department's research initiatives, feel free to ask.","['Department of Mathematics', 'Master of Mathematics']",[None],0.5,1.0,1.0,0.6666666666666666
Who competes as the Bruins in the Big Ten Conference?,"University of California, Los Angeles (UCLA)",UCLA student-athletes compete as the Bruins in the Big Ten Conference.,"The Bruins are the athletic teams representing the University of California, Los Angeles (UCLA). These student-athletes compete in the Big Ten Conference, having transitioned from the Pac-12 Conference. UCLA's athletic program is renowned for its success, with the Bruins having won 124 NCAA team championships, placing them second only to Stanford University in terms of team titles [1]. The university's athletic achievements extend beyond collegiate sports, with 410 Bruins having made Olympic teams and collectively winning 270 Olympic medals, including 136 gold, 71 silver, and 63 bronze medals [1].

The Bruins' participation in the Big Ten Conference underscores UCLA's commitment to high-level athletic competition and its ongoing pursuit of excellence in both academic and athletic arenas. The transition to the Big Ten Conference is part of a broader realignment in collegiate sports, reflecting strategic decisions aimed at enhancing competitive opportunities and resources for student-athletes.

The success of UCLA's athletic programs is a testament to the university's dedication to fostering a well-rounded student experience, where academic rigor is complemented by athletic prowess. The Bruins' achievements in the Big Ten Conference and beyond continue to inspire current and future student-athletes, reinforcing UCLA's status as a leading institution in collegiate sports. Would you like to know more about the Bruins' recent performances or their impact on the Big Ten Conference?","['University of California, Los Angeles (UCLA)']",[None],1.0,1.0,1.0,1.0
How many undergraduate and graduate degree programs does UCLA offer?,"University of California, Los Angeles (UCLA)","UCLA offers 337 undergraduate and graduate degree programs in a range of disciplines,[12] enrolling about 31,600 undergraduate and 14,300 graduate and professional students annually.","The provided sources contain information about the number of undergraduate and graduate degree programs offered by UCLA. UCLA offers 337 undergraduate and graduate degree programs in a range of disciplines [1]. This extensive array of programs reflects the university's commitment to providing a diverse educational experience across various fields of study. The programs are organized into the College of Letters and Science and twelve professional schools, ensuring that students have a wide range of academic options to choose from [1].

The university's broad spectrum of programs is designed to cater to a variety of academic interests and career goals, making it a popular choice for students seeking higher education. The large number of programs also indicates UCLA's dedication to fostering interdisciplinary learning and research, which can lead to innovative solutions and advancements in various fields.

Would you like to know more about the specific schools or programs offered at UCLA, such as the College of Letters and Science or the professional schools?","['University of Southern California', 'University of California, Los Angeles (UCLA)']",[None],0.5,1.0,0.5,0.6666666666666666
How many faculty members did the university employ in the fall of 2023?,University of Michigan,"In the fall of 2023, the university employed 8,189 faculty members and enrolled 52,065 students in its programs.","The University of Michigan employed 8,189 faculty members in the fall of 2023 [1].","['University of Michigan', 'Ludwig Maximilian University of Munich']",[None],0.5,1.0,1.0,0.6666666666666666
In what year did Michigan become a state?,University of Michigan,[22] It wasn't until Michigan became a state in 1837 that the corporation focused solely on higher education.,"The University of Michigan's provided sources do not contain any information about the year Michigan became a state. However, based on general knowledge, Michigan became a state in 1837. This information is widely known and aligns with historical records.",['University of Michigan'],[None],1.0,1.0,1.0,1.0
